1.898550913811248853e-01,3.754068836143171772e-01,9.865204427686522504e-01,3.018661009690113417e-01,3.528941191113240672e-01,9.527007270544740614e-01,6.140027369275824487e-01,3.895271117496952318e-01,9.732910824598325350e-01,1.690817632074231858e-01,7.633065162578011043e-01,2.746986872138300617e-01,5.672868660965147969e-01,1.043435113955909765e-01,9.688377607524855106e-01,6.921225040606363565e-01,6.316415677408362406e-01,1.035178057740611557e+00,1.003083908946951430e+00,3.630200804083093535e-01,7.845240080855788722e-01,2.499222269107987116e-01,1.046196825684327231e-01,4.757871336898306103e-01,3.425881083642628999e-01,5.985257567210375829e-01,3.945677942400436233e-01,5.040635810193194732e-01,4.800202253861206581e-01,8.376955420909300010e-01,3.753869736881808583e-01,1.022667655960349142e+00,8.615199749184182521e-01
2.908515795149829719e-01,5.268567096164251673e-01,2.172276316108870953e-01,9.450893292354001218e-02,2.983781650244856642e-01,9.694308850622834761e-01,2.462933247194345754e-01,5.908159412147595546e-01,9.205410982995028135e-01,1.012146900517890136e-01,2.907000216041540352e-01,7.661673908630526331e-01,4.329952005565962936e-01,2.763309278825293869e-01,8.228389620588747455e-01,8.172174721387764906e-02,6.401313307188642998e-01,3.783686575709719474e-02,1.050148242671623544e+00,3.789340219835264367e-01,7.241484791631430662e-01,8.727063124629127477e-01,2.271348738315088489e-01,1.667873797956609672e-01,2.704371082020724515e-01,4.008300218299868933e-01,1.035578249221368763e+00,9.081257965938203947e-02,7.323617225197440739e-01,3.253489281564984625e-01,9.670709460398482227e-01,2.119531869945072977e-01,6.298246795695165989e-01
2.300557310420845436e-01,9.440658091509143146e-01,8.248350104537842675e-01,6.424895868107453056e-01,2.875616865396031785e-01,4.475092058577200271e-01,8.055006905785656590e-01,5.149857364395288295e-01,5.709865769108452005e-01,-5.250452219401216883e-03,7.566894849224967690e-01,7.542509734897316909e-01,3.476714456354034199e-01,9.015051771976222428e-01,5.900082274705061858e-01,9.169988522487459992e-02,4.772387361961534236e-01,5.000699252266613826e-01,3.709450602935960295e-01,7.133697856731598952e-01,3.325703762240638794e-01,3.690894680721928944e-01,3.784208762095157552e-01,1.916465621915219505e-02,9.122859919147516816e-01,6.818486503312047864e-01,9.691222464424806837e-01,8.567181072710748913e-01,1.418903870998280414e-01,9.651393607841954880e-01,4.928353231801865242e-01,6.084297858996439157e-01,5.971753207660046581e-01
3.654185470046714679e-01,4.834289091636628788e-01,6.870891729714798668e-01,6.994531912673775942e-01,9.385383044966605359e-01,2.469264513362644520e-01,5.858150621711614159e-01,1.350049624768605572e-01,1.242270067041026521e-01,5.121356520267368317e-01,4.128742499675901456e-01,5.600515345683614310e-01,6.194668353991813481e-01,7.276917393930597555e-01,8.610980384087343342e-01,9.234924096162873131e-01,9.325009860983247689e-01,8.225158663882542465e-01,2.193512102576367917e-01,7.065042298079964311e-01,1.866441516690536540e-01,5.001204339102913732e-01,4.983274787651844062e-01,2.068451024040057484e-01,6.991397054755262852e-01,2.575883881365058081e-01,3.438107215502309022e-01,3.939053387013075613e-01,4.135472598393028498e-01,3.661916318967813888e-01,4.801895002673547408e-01,8.877647880571628569e-01,8.144020282396410293e-01
5.947538830631698969e-01,3.062461379797630778e-01,2.660721793411322533e-01,1.301885143046063176e-01,4.345659849987600909e-01,2.849653815838094628e-01,7.417902676438042908e-01,4.425499435909057144e-01,4.557094625243702790e-01,1.752886116178917902e-02,4.288174893465046544e-01,8.466326083822975912e-01,9.705126392364104015e-01,7.343941601901686142e-03,1.334791643955614560e-01,3.393047769049231666e-02,1.699177196760902064e-01,8.188487745378952853e-01,5.618066653011501328e-03,3.944979865886991677e-01,6.690087191049144399e-01,8.097374444097824586e-01,9.913207740021182657e-01,4.690389138246183753e-01,1.537332208256061983e-01,8.363802855265711766e-01,1.594083639507502259e-01,9.358158950978572310e-01,4.680691452895863192e-01,7.278726155039455525e-01,7.351883339350661073e-01,2.818074918782016436e-01,5.368864859939991713e-02
2.053363126507276037e-01,9.970783095100368421e-01,7.705165450610919065e-01,4.113643007221317038e-01,7.715815881047111136e-01,8.798068916144257123e-01,2.027863987427411807e-01,6.777915899588516924e-01,1.701316062349948199e-01,6.276199915622249215e-02,2.110475774787034797e-01,4.921506864929284797e-01,8.470338579212572938e-01,3.552492849143585318e-01,9.376999241982942879e-01,1.799199576993810723e-01,7.707453766658265426e-01,5.418596400169320981e-01,3.913232654902593644e-01,4.976204865659241694e-01,4.059159701831379641e-01,2.392084546232910724e-01,4.574689956238958133e-01,8.335553317375948845e-01,3.601375011550467797e-01,1.455706072649675387e-01,6.615217501101541275e-01,8.756099234849160640e-01,5.804671948814573712e-01,1.258350108529685818e-01,1.158683881846865882e-01,3.585641568643180288e-01,6.911548778730080000e-01
4.143224278974381170e-01,3.339958776120214856e-01,1.263666862167681371e-01,2.340297092866626405e-01,8.902636716169934350e-02,3.486562977361374882e-01,9.143284288595893150e-01,9.335857726985282712e-01,5.873334865709419761e-01,2.406689137647486654e-01,2.098567294142715256e-01,4.822971476161159177e-01,7.898302503627327997e-01,4.175380314203882559e-01,5.586450478104508788e-01,4.879445668856345897e-01,1.875836397477508022e-01,7.125884946070095705e-01,5.868911966187820850e-01,6.852322413179995353e-01,1.087597495229020383e+00,7.033624636614385084e-01,9.969904956598623080e-01,2.981037714267221195e-01,3.545066321138587440e-01,6.839163971964730138e-01,9.184621259614280664e-01,1.006671281915444980e-03,4.388970610874813327e-01,9.451720561833651946e-01,2.434014160920585645e-01,6.179074644833451035e-01,8.023739478487004750e-02
2.417515720802825285e-01,1.004703376169993057e+00,5.806586672335617427e-01,1.443456346793086653e-01,5.239868274590305797e-01,4.549797491198657728e-01,8.406763720498047210e-01,4.680407794615573658e-01,1.720485447668087808e-01,8.931689029319326290e-01,9.400754946035070336e-01,5.303828260727415644e-01,5.838680603534097263e-02,1.465402112720477767e-01,4.127738717461036377e-01,2.666873447736815006e-01,2.969719353945322049e-01,9.127333454956144676e-01,3.396578910581095068e-01,5.119492846238731243e-01,1.792502858721426451e-01,2.065431292989569900e-01,6.905097900221219415e-03,4.346499929627291592e-01,3.663936909522068075e-01,1.088630677594704110e+00,7.461334419211439473e-01,5.502699833036455157e-01,1.702712426839741444e-01,1.092021366796238901e-01,8.447688789795529951e-01,3.388552174726597310e-01,6.929971439958270141e-01
8.681641974485002633e-01,4.907101823466089585e-01,7.629409107274610635e-01,8.529849107448309598e-01,2.166197233944051614e-01,9.645337332846806166e-01,3.721644029919229379e-01,6.754402615504458973e-01,7.055122628635114579e-02,9.717038313302754915e-01,6.448719844880126395e-01,1.844922790644133725e-01,3.226657575937915690e-01,8.970192173356786869e-01,-1.467163374263589018e-02,-4.468798972365140183e-03,7.579428721933602064e-01,6.257869153555083441e-01,3.185227570069872338e-01,7.490197073309190490e-01,3.157277152087933914e-01,2.564255340228341340e-01,9.806871664689968959e-01,1.357770794572165096e-01,6.212902355416592970e-01,9.572782846675071955e-01,7.036739104342386308e-02,9.054082135052077263e-02,4.825885718176159966e-01,1.222651533017825587e-01,6.931097209718335428e-01,5.962573965020132594e-01,3.775128319656121390e-01
3.697187723811048432e-01,3.338641038873184641e-01,3.988787312051500500e-01,7.310647769041700439e-02,3.231362962079271095e-01,3.097814130207788286e-01,1.799252250806898656e-01,3.510955665409113413e-01,1.542155659127539546e-01,2.781922200766824560e-02,1.015359826158191980e+00,5.705942287315552974e-01,3.613623360795245078e-03,6.036777983422151328e-01,1.459494709342423480e-01,7.875031580058052816e-01,2.436991593179489157e-01,4.710138820077130473e-01,4.804178726643159036e-01,5.533027855431168485e-01,4.224191072427447846e-01,7.248949833609223958e-01,4.350181133018398705e-01,7.519785198491073519e-01,7.897770255103633841e-02,3.939097582081816928e-01,7.192625990381267265e-01,5.614131839162324056e-01,4.547167933447593402e-01,1.005914846096017889e+00,7.569020109495568915e-01,4.284716430506377988e-02,3.767633578615416923e-01
